Date,Home_Team,Away_Team,game_id_number
2024/02/23,Wisconsin,Penn St.,6193396
2024/02/23,Princeton,Yale,6194276
2024/02/23,Cornell,Clarkson,6194168
2024/02/23,American Int'l,Army West Point,6194167
2024/02/23,Boston U.,UConn,6194166
2024/02/23,Quinnipiac,Brown,6194164
2024/02/23,Dartmouth,Rensselaer,6194169
2024/02/23,Harvard,Union (NY),6194163
2024/02/23,New Hampshire,Massachusetts,6194159
2024/02/23,Vermont,Boston College,6194158
2024/02/23,Northeastern,Maine,6194157
2024/02/23,Ohio St.,Michigan St.,6193343
2024/02/23,Colgate,St. Lawrence,6194162
2024/02/23,Canisius,RIT,6194171
2024/02/23,Michigan Tech,Bowling Green,6194177
2024/02/23,Northern Mich.,Ferris St.,6194178
2024/02/23,Minn. Duluth,North Dakota,6194160
2024/02/23,Western Mich.,St. Cloud St.,6194179
2024/02/23,Notre Dame,Michigan,6193370
2024/02/23,Colorado Col.,Omaha,6194176
2024/02/23,Lake Superior St.,Minnesota St.,6194173
2024/02/23,Alas. Anchorage,Augustana (SD),6194174
2024/02/23,Bemidji St.,St. Thomas (MN),6194175
2024/02/23,Miami (OH),Denver,6194165
2024/02/23,Robert Morris,Air Force,6194172
2024/02/23,Arizona St.,Alas. Fairbanks,6194348
2024/02/24,Stonehill,LIU,6194184
2024/02/24,Dartmouth,Union (NY),6194185
2024/02/24,American Int'l,Army West Point,6194186
2024/02/24,Northern Mich.,Ferris St.,6194188
2024/02/24,Ohio St.,Michigan St.,6193344
2024/02/24,Wisconsin,Penn St.,6193397
2024/02/24,Providence,UMass Lowell,6194192
2024/02/24,Notre Dame,Michigan,6193371
2024/02/24,Harvard,Rensselaer,6194201
2024/02/24,Massachusetts,New Hampshire,6194200
2024/02/24,Colgate,Clarkson,6194199
2024/02/24,Princeton,Brown,6194198
2024/02/24,Cornell,St. Lawrence,6194197
2024/02/24,Niagara,Mercyhurst,6194196
2024/02/24,Western Mich.,St. Cloud St.,6194190
2024/02/24,Minn. Duluth,North Dakota,6194183
2024/02/24,UConn,Boston U.,6194182
2024/02/24,Vermont,Boston College,6194181
2024/02/24,Northeastern,Maine,6194180
2024/02/24,Robert Morris,Air Force,6194187
2024/02/24,Sacred Heart,Bentley,6194189
2024/02/24,RIT,Canisius,6194202
2024/02/24,Lake Superior St.,Minnesota St.,6194193
2024/02/24,Alas. Anchorage,Augustana (SD),6194194
2024/02/24,Bemidji St.,St. Thomas (MN),6194195
2024/02/24,Michigan Tech,Bowling Green,6194204
2024/02/24,Miami (OH),Denver,6194191
2024/02/24,Colorado Col.,Omaha,6194203
2024/02/24,Arizona St.,Alas. Fairbanks,6194349
2024/02/25,Princeton,Yale,6194276
2024/02/29,Merrimack,Providence,6194231
2024/03/01,Penn St.,Ohio St.,6193398
2024/03/01,Providence,Merrimack,6194205
2024/03/01,UConn,Northeastern,6194209
2024/03/01,Maine,Vermont,6194210
2024/03/01,Clarkson,Quinnipiac,6194211
2024/03/01,Yale,Harvard,6194212
2024/03/01,Brown,Dartmouth,6194213
2024/03/01,Boston College,New Hampshire,6194216
2024/03/01,St. Lawrence,Princeton,6194217
2024/03/01,Omaha,Miami (OH),6194207
2024/03/01,St. Thomas (MN),Michigan Tech,6194222
2024/03/01,Bowling Green,Northern Mich.,6194221
2024/03/01,Ferris St.,Lake Superior St.,6194219
2024/03/01,Massachusetts,UMass Lowell,6194289
2024/03/01,Union (NY),Cornell,6194208
2024/03/01,Rensselaer,Colgate,6194214
2024/03/01,Western Mich.,North Dakota,6194218
2024/03/01,Alas. Fairbanks,Augustana (SD),6194220
2024/03/01,Minnesota St.,Bemidji St.,6194224
2024/03/01,Denver,St. Cloud St.,6194225
2024/03/01,Michigan,Minnesota,6193372
2024/03/01,LIU,Arizona St.,6194206
2024/03/01,Minn. Duluth,Colorado Col.,6194215
2024/03/01,Michigan St.,Wisconsin,6193345
2024/03/01,Stonehill,Alas. Anchorage,6194223
2024/03/02,Northeastern,UConn,6194229
2024/03/02,Penn St.,Ohio St.,6193399
2024/03/02,UMass Lowell,Massachusetts,6194290
2024/03/02,Mercyhurst,Canisius,6289986
2024/03/02,Bowling Green,Northern Mich.,6194236
2024/03/02,St. Thomas (MN),Michigan Tech,6194237
2024/03/02,Brown,Harvard,6194241
2024/03/02,Clarkson,Princeton,6194244
2024/03/02,Army West Point,Niagara,6289987
2024/03/02,Union (NY),Colgate,6194243
2024/03/02,Yale,Dartmouth,6194242
2024/03/02,St. Lawrence,Quinnipiac,6194240
2024/03/02,Rensselaer,Cornell,6194239
2024/03/02,Western Mich.,North Dakota,6194234
2024/03/02,Denver,St. Cloud St.,6194232
2024/03/02,LIU,Arizona St.,6194226
2024/03/02,Omaha,Miami (OH),6194228
2024/03/02,Robert Morris,Bentley,6289988
2024/03/02,Stonehill,Alas. Anchorage,6194230
2024/03/02,Alas. Fairbanks,Augustana (SD),6194235
2024/03/02,Minnesota St.,Bemidji St.,6194238
2024/03/02,Maine,Vermont,6194245
2024/03/02,Minn. Duluth,Colorado Col.,6194233
2024/03/02,Michigan,Minnesota,6193373
2024/03/02,Michigan St.,Wisconsin,6193346
2024/03/03,New Hampshire,Boston College,6194227
2024/03/06,Stonehill,Alas. Fairbanks,6194246
2024/03/07,Boston U.,Providence,6194247
2024/03/07,Vermont,UConn,6194248
2024/03/07,Stonehill,Alas. Fairbanks,6194249
2024/03/08,Bowling Green,Michigan Tech,6289493
2024/03/08,Canisius,Holy Cross,6290324
2024/03/08,Niagara,Sacred Heart,6290328
2024/03/08,Notre Dame,Michigan,6284999
2024/03/08,Princeton,Harvard,6285008
2024/03/08,Yale,St. Lawrence,6285009
2024/03/08,Penn St.,Minnesota,6290389
2024/03/08,Miami (OH),Western Mich.,6194251
2024/03/08,Robert Morris,RIT,6290337
2024/03/08,New Hampshire,UMass Lowell,6194255
2024/03/08,Ohio St.,Wisconsin,6285002
2024/03/08,St. Cloud St.,Minn. Duluth,6194250
2024/03/08,Massachusetts,Maine,6194252
2024/03/08,North Dakota,Omaha,6194254
2024/03/08,Northern Mich.,Minnesota St.,6289490
2024/03/08,Lake Superior St.,St. Thomas (MN),6289496
2024/03/08,Ferris St.,Bemidji St.,6289141
2024/03/08,American Int'l,Air Force,6290340
2024/03/08,Denver,Colorado Col.,6194253
2024/03/08,Arizona St.,Alas. Anchorage,6194350
2024/03/09,Northeastern,Providence,6194256
2024/03/09,Brown,Union (NY),6285010
2024/03/09,Vermont,Boston U.,6194258
2024/03/09,Penn St.,Minnesota,6290390
2024/03/09,Miami (OH),Western Mich.,6194260
2024/03/09,Bowling Green,Michigan Tech,6289494
2024/03/09,Niagara,Sacred Heart,6290329
2024/03/09,Rensselaer,Clarkson,6285011
2024/03/09,Ohio St.,Wisconsin,6285003
2024/03/09,Notre Dame,Michigan,6285000
2024/03/09,Canisius,Holy Cross,6290325
2024/03/09,UMass Lowell,New Hampshire,6194263
2024/03/09,Massachusetts,Maine,6194262
2024/03/09,St. Cloud St.,Minn. Duluth,6194259
2024/03/09,Robert Morris,RIT,6290338
2024/03/09,Northern Mich.,Minnesota St.,6289491
2024/03/09,Lake Superior St.,St. Thomas (MN),6289497
2024/03/09,Ferris St.,Bemidji St.,6289142
2024/03/09,Boston College,Merrimack,6194257
2024/03/09,North Dakota,Omaha,6194264
2024/03/09,American Int'l,Air Force,6290341
2024/03/09,Arizona St.,Alas. Anchorage,6194351
2024/03/09,Colorado Col.,Denver,6194261
2024/03/10,Ohio St.,Wisconsin,6285004
2024/03/10,Lake Superior St.,St. Thomas (MN),6289498
2024/03/10,Niagara,Sacred Heart,6290330
2024/03/10,Robert Morris,RIT,6290339
2024/03/10,Bowling Green,Michigan Tech,6289495
2024/03/10,Canisius,Holy Cross,6290326
2024/03/10,Northern Mich.,Minnesota St.,6289492
2024/03/10,Ferris St.,Bemidji St.,6289143
2024/03/10,Notre Dame,Michigan,6285001
2024/03/10,Penn St.,Minnesota,6290391
2024/03/10,American Int'l,Air Force,6290342
2024/03/13,Vermont,UConn,6289510
2024/03/13,UMass Lowell,New Hampshire,6289511
2024/03/13,Merrimack,Northeastern,6289512
2024/03/15,Rensselaer,Quinnipiac,6292257
2024/03/15,Harvard,Cornell,6292289
2024/03/15,St. Lawrence,Colgate,6292292
2024/03/15,Union (NY),Dartmouth,6292295
2024/03/15,American Int'l,Holy Cross,6290331
2024/03/15,Niagara,RIT,6290335
2024/03/15,Miami (OH),North Dakota,6291863
2024/03/15,Western Mich.,St. Cloud St.,6291871
2024/03/15,Omaha,Colorado Col.,6291866
2024/03/15,Minn. Duluth,Denver,6291872
