City,State_Province,Country,Player_Count,Latitude,Longitude
Bristol,Connecticut,USA,1,41.67176480000001,-72.9492703
Brockville,Ontario,Canada,2,44.5895244,-75.68428580000001
Bromma,Sweden,Sweden,2,59.3397832,17.9397131
Bronx,New York,USA,1,40.8447819,-73.8648268
Brooklin,Ontario,Canada,1,43.9631607,-78.9571069
Brookline,Massachusetts,USA,1,42.33176419999999,-71.1211635
Brooklyn,New York,USA,2,40.6781784,-73.9441579
Brunico,Italy,Italy,1,46.7965374,11.9381326
Brunswick,Maine,USA,1,43.91461400000001,-69.96490539999999
Budapest,Hungary,Hungary,2,47.497912,19.040235
Buffalo,New York,USA,5,42.88690039999999,-78.8788896
Buffalo Grove,Illinois,USA,1,42.1662831,-87.9631308
Burlington,Massachusetts,USA,1,42.5047161,-71.1956205
Burlington,Ontario,Canada,3,43.3255196,-79.7990319
Burlington,Vermont,USA,1,44.4758825,-73.21207199999999
Burnaby,British Columbia,Canada,4,49.2488091,-122.9805104
Burnsville,Minnesota,USA,4,44.7677424,-93.27772259999999
Byron,Minnesota,USA,1,44.0327417,-92.6454624
Calabasas,California,USA,3,34.1539731,-118.6473801
Caledonia,Ontario,Canada,2,43.063926,-79.9520363
Calgary,Alberta,Canada,47,51.04473309999999,-114.0718831
Calumet,Michigan,USA,1,47.2500752,-88.4538271
Cambridge,Ontario,Canada,2,43.3616211,-80.3144276
Campbellville,Ontario,Canada,1,43.4881366,-79.9838061
Camrose,Alberta,Canada,1,53.0173444,-112.8251176
Canmore,Alberta,Canada,1,51.08836660000001,-115.3479101
Canonsburg,Pennsylvania,USA,1,40.2625702,-80.18727969999999
Canton,Michigan,USA,5,42.307458,-83.4871494
Canton,New York,USA,1,44.5956163,-75.1690942
Carbondale,Colorado,USA,1,39.4022054,-107.2111628
Carmel,Indiana,USA,1,39.978371,-86.1180435
Carp,Ontario,Canada,1,45.3490658,-76.0413221
Carpentersville,Illinois,USA,1,42.1211364,-88.2578582
Carver,Minnesota,USA,1,44.76339429999999,-93.6254404
Castle Pines,Colorado,USA,1,39.4716139,-104.8947682
Cedarburg,Wisconsin,USA,1,43.2966716,-87.9875898
Centennial,Colorado,USA,1,39.5807452,-104.8771726
Center Moriches,New York,USA,1,40.8003767,-72.7898233
Centerville,Massachusetts,USA,1,41.6570445,-70.3500545
Centre Hastings,Ontario,Canada,1,44.5052621,-77.47266859999999
Champlin,Minnesota,USA,1,45.1888539,-93.39745370000001
Chandler,Arizona,USA,1,33.3061605,-111.8412502
Chanhassen,Minnesota,USA,1,44.86196450000001,-93.53231029999999
Channahon,Illinois,USA,1,41.4294753,-88.2286735
Charleston,South Carolina,USA,1,32.7833163,-79.9319664
Chaska,Minnesota,USA,9,44.7893446,-93.60183889999999
Chatham,Ontario,Canada,1,42.4048018,-82.1910376
Cheektowaga,New York,USA,2,42.9071477,-78.7542892
Chelmsford,Massachusetts,USA,1,42.59692769999999,-71.3514509
Chelsea,Quebec,Canada,1,45.50376379999999,-75.7952731
Chesterfield,Missouri,USA,4,38.6631083,-90.5770675
Cheyenne,Wyoming,USA,1,41.1347435,-104.8211901
Chicago,Illinois,USA,10,41.8781136,-87.6297982
Châteauguay,Quebec,Canada,1,45.36015889999999,-73.74940330000001
Claremont,California,USA,1,34.0966764,-117.7197785
Clarence Center,New York,USA,3,43.0106139,-78.6375283
Clarkston,Michigan,USA,2,42.7351196,-83.4192941
Cleveland,Ohio,USA,1,41.49932,-81.6943605
Clifton,New Jersey,USA,1,40.8654493,-74.1610268
Cloverdale,British Columbia,Canada,1,49.1115339,-122.7349425
Cochrane,Alberta,Canada,3,51.1917439,-114.4667528
Cohasset,Minnesota,USA,1,47.2640071,-93.6221657
Cold Spring,Minnesota,USA,1,45.4536111,-94.4277778
Cole Harbour,Nova Scotia,Canada,1,44.6726512,-63.47825030000001
Collegeville,Pennsylvania,USA,2,40.1856597,-75.451571
Collinsville,Illinois,USA,1,38.6703266,-89.9845476
Colorado Springs,Colorado,USA,5,38.8353142,-104.8216009
Colts Neck,New Jersey,USA,1,40.2874495,-74.1731765
Columbus,Ohio,USA,6,39.9625112,-83.0032218
Commerce Township,Michigan,USA,1,42.5695563,-83.4794976
Compton,California,USA,1,33.8959097,-118.2243901
Concord,Massachusetts,USA,1,42.4603719,-71.3489484
Copiague Harbor,New York,USA,1,40.6622222,-73.3863889
Coquitlam,British Columbia,Canada,2,49.2837626,-122.7932065
Cornwall,Ontario,Canada,1,45.0212762,-74.730345
Corona,California,USA,1,33.8787742,-117.5760323
Cottage Grove,Minnesota,USA,2,44.8277446,-92.9438218
Courtenay,British Columbia,Canada,1,49.6841391,-124.9904493
Courtice,Ontario,Canada,1,43.9109352,-78.7884468
Coventry,Rhode Island,USA,1,41.6885978,-71.5642076
Crystal,Minnesota,USA,1,45.0327425,-93.3602286
Crystal Lake,Illinois,USA,2,42.2411344,-88.31619649999999
Culver,Indiana,USA,1,41.22242,-86.41300299999999
Cumberland,Maine,USA,1,43.7964669,-70.2584731
Cumming,Georgia,USA,2,34.2073196,-84.14019259999999
Cypress,California,USA,1,33.8169366,-118.0368507
Dakota Dunes,South Dakota,USA,1,42.4874948,-96.48642
Dallas,Texas,USA,7,32.7766642,-96.79698789999999
Dayton,Minnesota,USA,1,45.243854,-93.5149576
Dayton,Ohio,USA,1,39.7592225,-84.1936144
DeWitt,New York,USA,1,43.0426887,-76.0677796
Dearborn,Michigan,USA,1,42.3222599,-83.17631449999999
Dearborn Heights,Michigan,USA,1,42.3369816,-83.27326269999999
Decker,Manitoba,Canada,1,50.269913,-100.782076
Dedham,Massachusetts,USA,2,42.2436085,-71.1676536
Deerfield,Massachusetts,USA,1,42.5445588,-72.6056435
Deloraine,Manitoba,Canada,1,49.1928819,-100.493984
Delray Beach,Florida,USA,1,26.4638471,-80.0738334
Delta,British Columbia,Canada,1,49.09521549999999,-123.0264759
Denver,Colorado,USA,2,39.7392358,-104.990251
Des Moines,Iowa,USA,1,41.5896139,-93.61639629999999
Detroit,Michigan,USA,6,42.32971819999999,-83.0424533
Detroit Lakes,Minnesota,USA,1,46.8171808,-95.8453253
Detva,Slovakia,Slovakia,1,48.5587115,19.4183349
Didsbury,Alberta,Canada,1,51.6568097,-114.1367837
Dorchester,Massachusetts,USA,1,42.29948479999999,-71.06485289999999
Dover,Massachusetts,USA,1,42.2458135,-71.27956379999999
Doylestown,Pennsylvania,USA,1,40.3101063,-75.1298939
Drummondville,Quebec,Canada,1,45.8811739,-72.4847355
Dubuque,Iowa,USA,2,42.5063629,-90.6677479
Duluth,Georgia,USA,1,34.0028786,-84.1446376
Duluth,Minnesota,USA,5,46.7844571,-92.1055411
Duncan,British Columbia,Canada,3,48.7786908,-123.7079416
Dunnville,Ontario,Canada,1,42.9035374,-79.6170044
Düsseldorf,Germany,Germany,1,51.2230411,6.7824545
Eagan,Minnesota,USA,2,44.8041322,-93.1668858
Eagle,Idaho,USA,1,43.6954424,-116.3540138
Eagle Lake,Ontario,Canada,1,49.72111719999999,-93.1058528
Eagle River,Alaska,USA,4,61.3293186,-149.5680499
East Amherst,New York,USA,2,43.0183126,-78.69698310000001
East Aurora,New York,USA,2,42.7678376,-78.6133589
East Falmouth,Massachusetts,USA,1,41.5784425,-70.55864009999999
East Grand Forks,Minnesota,USA,1,47.9311871,-97.00934699999999
East Greenbush,New York,USA,1,42.5909135,-73.7017858
East Greenwich,Rhode Island,USA,2,41.6342619,-71.51304449999999
East Hanover,New Jersey,USA,1,40.8033867,-74.3639719
East Northport,New York,USA,1,40.8767647,-73.3245613
East Wenatchee,Washington,USA,1,47.41568239999999,-120.2931263
Easthampton Township,New Jersey,USA,1,39.93102349999999,-74.7425375
Eau Claire,Wisconsin,USA,4,44.811349,-91.4984941
Edberg,Alberta,Canada,1,52.7862008,-112.7858605
Eden Prairie,Minnesota,USA,4,44.8546856,-93.47078599999999
Edgewater,New Jersey,USA,1,40.82899870000001,-73.97221139999999
Edina,Minnesota,USA,11,44.8896866,-93.3499489
Edmonds,Washington,USA,1,47.8111602,-122.3769102
Edmonton,Alberta,Canada,13,53.5460983,-113.4937266
Ekerö,Sweden,Sweden,1,59.2798338,17.7902246
El Cerrito,California,USA,1,37.9161326,-122.310765
Elk River,Minnesota,USA,3,45.303218,-93.5547381
Elkhorn,Nebraska,USA,1,41.2831958,-96.2368465
Elko,Minnesota,USA,2,44.5610022,-93.31622949999999
Elmhurst,Illinois,USA,1,41.903451,-87.9397972
Elmira,Ontario,Canada,1,43.60040739999999,-80.5629846
Elora,Ontario,Canada,1,43.683715,-80.43054269999999
Ely,Minnesota,USA,1,47.9032372,-91.8670873
Enebyberg,Sweden,Sweden,1,59.43333000000001,18.05
Enfield,Nova Scotia,Canada,1,44.9246382,-63.53804280000001
Ennismore,Ontario,Canada,1,44.409828,-78.431888
Espoo,Finland,Finland,9,60.2054911,24.6559001
Etobicoke,Ontario,Canada,1,43.6204946,-79.5131983
Eveleth,Minnesota,USA,1,47.46242789999999,-92.5399063
Everett,Washington,USA,1,47.9782457,-122.207417
Evergreen,Colorado,USA,2,39.6333213,-105.3172146
Excelsior,Minnesota,USA,1,44.9032963,-93.5663455
Fairbanks,Alaska,USA,3,64.8400511,-147.7199756
Fairfield,Connecticut,USA,3,41.1408363,-73.2612615
Fairview,Texas,USA,1,33.1578952,-96.6316593
Fallston,Maryland,USA,1,39.5145515,-76.41107319999999
Falun,Sweden,Sweden,1,60.60646000000001,15.6355
Fargo,North Dakota,USA,3,46.8771863,-96.7898034
Farmington,Connecticut,USA,1,41.7360305,-72.79502699999999
Farmington,Michigan,USA,1,42.4644795,-83.37632180000001
Farmington,Minnesota,USA,2,44.6402434,-93.1435497
Farmington Hills,Michigan,USA,1,42.4989936,-83.3677168
Fenton,Michigan,USA,1,42.7978061,-83.7049498
Fenwick,Ontario,Canada,1,43.0240705,-79.3622975
Fishers,Indiana,USA,1,39.9568857,-86.0171742
Flower Mound,Texas,USA,2,33.0145673,-97.0969552
Flushing,Michigan,USA,1,43.0630833,-83.8510732
Forest Lake,Minnesota,USA,1,45.2788561,-92.9852183
Fort Collins,Colorado,USA,1,40.5852602,-105.084423
Fort Erie,Ontario,Canada,1,42.9017764,-78.9721745
Fort Gratiot,Michigan,USA,1,43.0389333,-82.476505
Fort Myers,Florida,USA,1,26.6409247,-81.8605575
Fort St. John,British Columbia,Canada,1,56.252423,-120.846409
Fort Worth,Texas,USA,2,32.7554883,-97.3307658
Franklin,Massachusetts,USA,1,42.0834313,-71.396725
Franklin,Michigan,USA,1,42.5222567,-83.30604319999999
Fredericton,New Brunswick,Canada,1,45.9635895,-66.6431151
Fredrikstad,Norway,Norway,3,59.22053689999999,10.9347012
Frisco,Texas,USA,1,33.1496718,-96.835567
Furuberget,Norway,Norway,1,60.80977499999999,11.026457
Garden Grove,California,USA,1,33.7742692,-117.9379952
Germantown,Wisconsin,USA,1,43.2286174,-88.1103691
Getzville,New York,USA,1,43.0159197,-78.7680702
Gibsonia,Pennsylvania,USA,2,40.6300567,-79.9703318
Gilbert Plains,Manitoba,Canada,1,51.1483763,-100.4891591
Gilford,New Hampshire,USA,1,43.5774841,-71.40062610000001
Gill,Massachusetts,USA,1,42.6408105,-72.4996367
Gislaved,Sweden,Sweden,1,57.2985,13.54326
Gladstone,Manitoba,Canada,1,50.224998,-98.95076499999999
Glen Mills,Pennsylvania,USA,1,39.9016273,-75.5103484
Glencoe,Illinois,USA,2,42.1350268,-87.75811879999999
Glenview,Illinois,USA,3,42.0778065,-87.8223368
Goffstown,New Hampshire,USA,1,43.0204052,-71.6002223
Golden Valley,Minnesota,USA,1,44.9917149,-93.3600034
Gothenburg,Sweden,Sweden,2,57.70887,11.97456
Granby,Quebec,Canada,2,45.40322889999999,-72.7340662
Grand Bay-Westfield,New Brunswick,Canada,1,45.3618365,-66.24165409999999
Grand Forks,North Dakota,USA,10,47.9252568,-97.0328547
Grand Haven,Michigan,USA,1,43.0630734,-86.22838639999999
Grand Rapids,Michigan,USA,4,42.9704146,-85.6721946
Grand Rapids,Minnesota,USA,5,47.2369615,-93.52832749999999
Grande Prairie,Alberta,Canada,1,55.170691,-118.7884808
Granite Springs,New York,USA,2,41.3103717,-73.75735499999999
Grant,Minnesota,USA,1,45.084411,-92.91049079999999
Great Falls,Montana,USA,1,47.5052849,-111.3007715
Greely,Ontario,Canada,1,45.2593249,-75.56872609999999
Green Bay,Wisconsin,USA,3,44.5133188,-88.0132958
Greenwich,Connecticut,USA,6,41.0262417,-73.6281964
Greifensee Zurich,Switzerland,Switzerland,1,47.3477555,8.6793461
Grinnell,Iowa,USA,1,41.74340919999999,-92.7232456
Grosse Ile,Michigan,USA,2,42.1303431,-83.1488389
Grosse Pointe,Michigan,USA,2,42.3861485,-82.9118591
Guilford,Connecticut,USA,1,41.287943,-72.6839226
Gyõr,Hungary,Hungary,1,47.6874569,17.6503974
Gävle,Sweden,Sweden,1,60.6748796,17.1412726
Göteborg,Sweden,Sweden,3,57.70887,11.97456
Halifax,Nova Scotia,Canada,3,44.6508608,-63.5923256
Hallock,Minnesota,USA,2,48.77442629999999,-96.94644699999999
Hallsberg,Sweden,Sweden,1,59.0665316,15.10229
Ham Lake,Minnesota,USA,2,45.2502429,-93.2499507
Hamar,Norway,Norway,1,60.7945331,11.0679977
Hamburg,New York,USA,1,42.7158927,-78.8294768
Hamilton,New Jersey,USA,1,40.230906,-74.72270929999999
Hamilton,Ontario,Canada,3,43.2557206,-79.8711024
Hampstead,New Hampshire,USA,1,42.8745305,-71.1810759
Hancock,Michigan,USA,1,47.1268714,-88.5809563
Hanover,Massachusetts,USA,1,42.1162217,-70.8476708
Hanover,Minnesota,USA,1,45.155797,-93.6663523
Harrison Township,Michigan,USA,2,42.590583,-82.8269526
Hatfield,Pennsylvania,USA,1,40.27982739999999,-75.2993417
Hauppauge,New York,USA,3,40.8256536,-73.2026138
Heidelberg,Ontario,Canada,1,43.5204612,-80.61932379999999
Helsinki,Finland,Finland,5,60.16985569999999,24.938379
Hermantown,Minnesota,USA,6,46.8068852,-92.2382464
Hermitage,Tennessee,USA,1,36.1988486,-86.6197777
Hermosa Beach,California,USA,1,33.8622366,-118.3995194
Heron Lake,Minnesota,USA,1,43.7944036,-95.32249859999999
Hicksville,New York,USA,1,40.7730789,-73.52789969999999
High River,Alberta,Canada,1,50.5767481,-113.8715613
Highland Park,Illinois,USA,2,42.1816918,-87.8003437
Hingham,Massachusetts,USA,5,42.2418426,-70.8897712
Hinsdale,Illinois,USA,3,41.8008642,-87.9370052
Holden,Massachusetts,USA,1,42.3517585,-71.8634062
Holland,Michigan,USA,1,42.7893867,-86.1089511
Holmdel,New Jersey,USA,1,40.3848944,-74.18900599999999
Hooksett,New Hampshire,USA,1,43.0463073,-71.4365043
Hopkinton,Massachusetts,USA,1,42.2284282,-71.52207589999999
Hortonville,Wisconsin,USA,2,44.334705,-88.63816150000001
Howell,Michigan,USA,4,42.6072552,-83.9293952
Howell,New Jersey,USA,1,40.1400291,-74.2251347
Hudson,Massachusetts,USA,2,42.3913641,-71.5697117
Hudson,Wisconsin,USA,2,44.9746896,-92.7568703
Hudson's Hope,British Columbia,Canada,1,56.0357172,-121.9038286
Hugo,Minnesota,USA,2,45.159964,-92.99334119999999
Hull,Massachusetts,USA,1,42.3020647,-70.9078346
Humboldt,Saskatchewan,Canada,2,52.2019792,-105.1228655
Humenne,Slovakia,Slovakia,1,48.932454,21.9078917
Huntington,New York,USA,1,40.8681539,-73.425676
Huntington,Vermont,USA,1,44.3250315,-72.9868813
Huntington Beach,California,USA,2,33.6594835,-117.9988026
Hässelby,Sweden,Sweden,1,56.686122,16.548436
Höganäs,Sweden,Sweden,1,56.2006388,12.5553288
Ilava,Slovakia,Slovakia,1,48.9962271,18.2332775
Inver Grove Heights,Minnesota,USA,1,44.8480218,-93.04271530000001
Irvine,California,USA,1,33.6845673,-117.8265049
Irvington,New York,USA,1,41.0391,-73.86699999999999
Isanti,Minnesota,USA,1,45.4894008,-93.24760909999999
Itasca,Illinois,USA,1,41.9750287,-88.0072909
Jackson,Michigan,USA,1,42.245869,-84.40134619999999
Jacksonville,Florida,USA,1,30.3297566,-81.6591529
Jamestown,North Dakota,USA,1,46.9105438,-98.7084357
Jelgava,Latvia,Latvia,1,56.6511478,23.7196411
Jenison,Michigan,USA,1,42.907248,-85.79197839999999
Jericho,New York,USA,1,40.79204410000001,-73.5398476
Jesenice,Slovenia,Slovenia,1,46.4602537,13.9172237
Johnstown,Pennsylvania,USA,1,40.32674069999999,-78.9219698
Jonkoping,Sweden,Sweden,1,57.78261370000001,14.1617876
Jyväskylä,Finland,Finland,1,62.2426034,25.7472567
Kaarina,Finland,Finland,1,60.4095081,22.3844244
Kalamazoo,Michigan,USA,1,42.2896532,-85.5856279
Kalmar,Sweden,Sweden,1,56.6634447,16.356779
Kamloops,British Columbia,Canada,4,50.674522,-120.3272674
Kanata,Ontario,Canada,1,45.3088185,-75.89868349999999
Karlstad,Sweden,Sweden,2,59.4021806,13.5114977
Kauniainen,Finland,Finland,1,60.21244790000001,24.7283695
Kazan,Russia,Russia,1,55.7878944,49.12332929999999
Kelowna,British Columbia,Canada,1,49.8863235,-119.4965917
Kensington,Connecticut,USA,1,41.6353769,-72.7687083
Kensington,Maryland,USA,2,39.0256651,-77.0763669
Kentville,Nova Scotia,Canada,1,45.0771182,-64.49428259999999
Kerrobert,Saskatchewan,Canada,1,51.9185447,-109.136794
Kharkov,Ukraine,Ukraine,1,50.00201269999999,36.3073994
Kimberley,British Columbia,Canada,1,49.6651567,-115.9967206
King City,Ontario,Canada,2,43.9286902,-79.5281431
Kings Park,New York,USA,1,40.88620900000001,-73.2573369
Kingston,Ontario,Canada,2,44.2334401,-76.49302949999999
Kirkland,Quebec,Canada,4,45.4560415,-73.8623337
Kitchener,Ontario,Canada,1,43.4516395,-80.4925337
Kleinburg,Ontario,Canada,2,43.8385021,-79.62354069999999
Knivsta,Sweden,Sweden,1,59.7261195,17.7920364
Kohler,Wisconsin,USA,1,43.7391616,-87.7817541
Kosice,Slovakia,Slovakia,1,48.7163857,21.2610746
Kuopio,Finland,Finland,1,62.8965859,27.6785574
Kyiv,Ukraine,Ukraine,1,50.4503596,30.5245025
L'Île-Bizard,Quebec,Canada,3,45.4948893,-73.89075559999999
La Grange,Illinois,USA,1,41.8050314,-87.8692254
Lake Bluff,Illinois,USA,1,42.2791365,-87.8443151
Lake Elmo,Minnesota,USA,2,44.9957998,-92.8793768
Lake Forest,Illinois,USA,4,42.2586342,-87.840625
Lake View,New York,USA,1,42.71117,-78.9361468
Lakeville,Massachusetts,USA,1,41.8459169,-70.9495226
Lakeville,Minnesota,USA,6,44.6496868,-93.24271999999999
Lakewood,Illinois,USA,1,42.22244389999999,-88.37801619999999
Lancaster,Massachusetts,USA,1,42.4534026,-71.67345379999999
Lancaster,New York,USA,1,42.9006144,-78.6703062
Landmark,Manitoba,Canada,1,49.67167389999999,-96.82166699999999
Landskrona,Sweden,Sweden,1,55.8703477,12.8300802
Langley,British Columbia,Canada,4,49.1041779,-122.6603519
Lansing,New York,USA,1,42.4842392,-76.4799397
Lattingtown,New York,USA,1,40.8953767,-73.6009595
LeRoy,Saskatchewan,Canada,1,52.00021169999999,-104.7385969
Leamington,Ontario,Canada,2,42.0531011,-82.59977580000002
Lemont,Illinois,USA,1,41.673642,-88.0017261
Lethbridge,Alberta,Canada,4,49.6956181,-112.8451067
Lexington,Massachusetts,USA,1,42.4473497,-71.2271531
Libertyville,Illinois,USA,1,42.2830786,-87.9531303
Liepaja,Latvia,Latvia,1,56.5384577,21.0538204
Lincolnshire,Illinois,USA,1,42.1976016,-87.9317683
Linden,Michigan,USA,1,42.8144731,-83.7824526
Linkoping,Sweden,Sweden,1,58.41080700000001,15.6213727
Linköping,Sweden,Sweden,1,58.41080700000001,15.6213727
Littleton,Colorado,USA,2,39.613321,-105.0166498
Litvinov,Czech Republic,Czech Republic,1,50.5984262,13.610242
Livingston,New Jersey,USA,1,40.782424,-74.315139
Livonia,Michigan,USA,6,42.36837,-83.35270969999999
Ljunljana,Slovenia,Slovenia,1,46.0569465,14.5057515
Lockport,New York,USA,2,43.1706128,-78.6903098
Lomita,California,USA,1,33.7922392,-118.3150722
London,Ontario,Canada,3,42.9849233,-81.2452768
Long Beach,California,USA,1,33.7700504,-118.1937395
Long Grove,Illinois,USA,1,42.1783584,-87.99785179999999
Long Valley,New Jersey,USA,1,40.78593310000001,-74.7801645
Longlac,Ontario,Canada,1,49.78166599999999,-86.534706
Longueuil,Quebec,Canada,1,45.5135059,-73.4329187
Los Angeles,California,USA,4,34.0549076,-118.242643
Lugano,Switzerland,Switzerland,1,46.0036778,8.951051999999999
Lunenburg,Massachusetts,USA,1,42.5971299,-71.7416301
Lynn,Massachusetts,USA,1,42.4697809,-70.95690239999999
Lynnfield,Massachusetts,USA,1,42.5390412,-71.04776009999999
Macomb,Michigan,USA,2,42.7009627,-82.9588953
Madison,Connecticut,USA,1,41.2792847,-72.59843819999999
Madison,New Jersey,USA,2,40.759562,-74.4163578
Madison,Wisconsin,USA,3,43.0721661,-89.4007501
Madison Heights,Michigan,USA,1,42.4858692,-83.1052028
Magadan,Russia,Russia,1,59.55943970000001,150.8127537
Mahopac,New York,USA,2,41.372316,-73.733465
Mahtomedi,Minnesota,USA,3,45.0696886,-92.95160369999999
Mahwah,New Jersey,USA,1,41.0792097,-74.1841702
Malone,New York,USA,1,44.8486596,-74.29489830000001
Manassas,Virginia,USA,1,38.7512726,-77.4706769
Manchester,New Hampshire,USA,1,42.9956397,-71.4547891
Manhattan,New York,USA,2,40.7685167,-73.98219379999999
Manhattan Beach,California,USA,6,33.8881489,-118.4092903
Mankato,Minnesota,USA,1,44.1661456,-94.0055647
Mannheim,Germany,Germany,1,49.4873329,8.4646441
