Date,Conference,Game_Notes,Away_Team,Away_Team_Link,Away_Score,Home_Team,Home_Team_Link,Home_Score,OT,Box_Link,Metrics_Link,Day,Game_ID
2024-10-11,Non-Conference,,Alaska,/reports/team/Alaska/4,1,Michigan Tech,/reports/team/Michigan-Tech/33,2,ot,/box/final/20241011/akf/mtu/,/box/metrics.php?gd=100582,Friday,2024-10-11_Michigan Tech_Alaska
2024-10-11,Non-Conference,,Merrimack,/reports/team/Merrimack/29,1,Minnesota State,/reports/team/Minnesota-State/35,0,,/box/final/20241011/mer/mns/,/box/metrics.php?gd=100318,Friday,2024-10-11_Minnesota State_Merrimack
2024-10-11,Non-Conference,,Long Island,/reports/team/Long-Island/62,0,Augustana,/reports/team/Augustana/64,4,,/box/final/20241011/liu/aug/,/box/metrics.php?gd=100517,Friday,2024-10-11_Augustana_Long Island
2024-10-11,Non-Conference,,Minnesota Duluth,/reports/team/Minnesota-Duluth/36,4,Mass Lowell,/reports/team/Mass-Lowell/26,2,,/box/final/20241011/mnd/uml/,/box/metrics.php?gd=100050,Friday,2024-10-11_Mass.-Lowell_Minnesota-Duluth
2024-10-11,Non-Conference,,Bemidji State,/reports/team/Bemidji-State/7,3,St Cloud State,/reports/team/St-Cloud-State/52,4,,/box/final/20241011/bmj/stc/,/box/metrics.php?gd=100225,Friday,2024-10-11_St. Cloud State_Bemidji State
2024-10-11,"Ice Breaker (at Orleans Arena, Paradise, Nev.)",,Omaha,/reports/team/Omaha/37,3,Massachusetts,/reports/team/Massachusetts/27,2,ot,/box/final/20241011/uno/uma/,/box/metrics.php?gd=100014,Friday,2024-10-11_Massachusetts_Omaha
2024-10-11,"Ice Breaker (at Orleans Arena, Paradise, Nev.)",,Minnesota,/reports/team/Minnesota/34,7,Air Force,/reports/team/Air-Force/1,1,,/box/final/20241011/min/afa/,/box/metrics.php?gd=100164,Friday,2024-10-11_Air Force_Minnesota
2024-10-11,Atlantic Hockey,,RIT,/reports/team/RIT/49,2,Mercyhurst,/reports/team/Mercyhurst/28,4,,/box/final/20241011/rit/mrc/,/box/metrics.php?gd=100288,Friday,2024-10-11_Mercyhurst_RIT
2024-10-12,Exhibition,,Army,/reports/team/Army/6,0,Maine,/reports/team/Maine/25,5,,/box/final/20241012/arm/mne/,,Saturday,2024-10-12_Maine_Army
2024-10-12,Exhibition,,Simon Fraser,,1,Lake Superior,/reports/team/Lake-Superior/24,4,,/box/final/20241012/sfr/lss/,,Saturday,2024-10-12_Lake Superior_Simon Fraser
2024-10-12,Exhibition,,Robert Morris,/reports/team/Robert-Morris/50,2,US Under 18,,3,,/box/final/20241012/rmu/u18/,,Saturday,2024-10-12_US Under-18_Robert Morris
2024-10-12,Non-Conference,,Holy Cross,/reports/team/Holy-Cross/23,1,Connecticut,/reports/team/Connecticut/17,3,,/box/final/20241012/hcr/con/,/box/metrics.php?gd=100926,Saturday,2024-10-12_Connecticut_Holy Cross
2024-10-12,Non-Conference,,Sacred Heart,/reports/team/Sacred-Heart/51,3,Colgate,/reports/team/Colgate/15,3,ot,/box/final/20241012/sac/clg/,/box/metrics.php?gd=100602,Saturday,2024-10-12_Colgate_Sacred Heart
2024-10-12,Non-Conference,,Rensselaer,/reports/team/Rensselaer/48,8,Canisius,/reports/team/Canisius/13,3,,/box/final/20241012/ren/cns/,/box/metrics.php?gd=100103,Saturday,2024-10-12_Canisius_Rensselaer
2024-10-12,Non-Conference,,American Intl,/reports/team/American-Intl/5,2,Ohio State,/reports/team/Ohio-State/44,5,,/box/final/20241012/aic/osu/,/box/metrics.php?gd=100674,Saturday,2024-10-12_Ohio State_American Int'l
2024-10-12,Non-Conference,,Michigan,/reports/team/Michigan/31,3,Arizona State,/reports/team/Arizona-State/61,3,ot,/box/final/20241012/mic/asu/,/box/metrics.php?gd=99881,Saturday,2024-10-12_Arizona State_Michigan
2024-10-12,Non-Conference,,Northern Michigan,/reports/team/Northern-Michigan/42,1,Colorado College,/reports/team/Colorado-College/16,6,,/box/final/20241012/nmu/cc_/,/box/metrics.php?gd=100348,Saturday,2024-10-12_Colorado College_Northern Michigan
2024-10-12,Non-Conference,,Boston College,/reports/team/Boston-College/9,3,Michigan State,/reports/team/Michigan-State/32,4,,/box/final/20241012/bc_/msu/,/box/metrics.php?gd=100811,Saturday,2024-10-12_Michigan State_Boston College
2024-10-12,Non-Conference,,Lindenwood,/reports/team/Lindenwood/433,2,Wisconsin,/reports/team/Wisconsin/58,3,ot,/box/final/20241012/lin/wis/,/box/metrics.php?gd=99915,Saturday,2024-10-12_Wisconsin_Lindenwood
2024-10-12,Non-Conference,,Vermont,/reports/team/Vermont/55,1,St Thomas,/reports/team/St-Thomas/63,3,,/box/final/20241012/ver/stt/,/box/metrics.php?gd=100807,Saturday,2024-10-12_St. Thomas_Vermont
2024-10-12,Non-Conference,,Minnesota Duluth,/reports/team/Minnesota-Duluth/36,1,Mass Lowell,/reports/team/Mass-Lowell/26,4,,/box/final/20241012/mnd/uml/,/box/metrics.php?gd=100051,Saturday,2024-10-12_Mass.-Lowell_Minnesota-Duluth
2024-10-12,Non-Conference,,Alaska,/reports/team/Alaska/4,1,Michigan Tech,/reports/team/Michigan-Tech/33,2,,/box/final/20241012/akf/mtu/,/box/metrics.php?gd=100583,Saturday,2024-10-12_Michigan Tech_Alaska
2024-10-12,Non-Conference,,Merrimack,/reports/team/Merrimack/29,1,Minnesota State,/reports/team/Minnesota-State/35,4,,/box/final/20241012/mer/mns/,/box/metrics.php?gd=100319,Saturday,2024-10-12_Minnesota State_Merrimack
2024-10-12,Non-Conference,US Hockey Hall of Fame game,Providence,/reports/team/Providence/46,2,North Dakota,/reports/team/North-Dakota/40,5,,/box/final/20241012/prv/ndk/,/box/metrics.php?gd=100369,Saturday,2024-10-12_North Dakota_Providence
2024-10-12,Non-Conference,,Long Island,/reports/team/Long-Island/62,3,Augustana,/reports/team/Augustana/64,2,,/box/final/20241012/liu/aug/,/box/metrics.php?gd=100518,Saturday,2024-10-12_Augustana_Long Island
2024-10-12,Non-Conference,,St Cloud State,/reports/team/St-Cloud-State/52,3,Bemidji State,/reports/team/Bemidji-State/7,2,,/box/final/20241012/stc/bmj/,/box/metrics.php?gd=100226,Saturday,2024-10-12_Bemidji State_St. Cloud State
2024-10-12,Non-Conference,,Union,/reports/team/Union/54,1,Boston University,/reports/team/Boston-University/10,4,,/box/final/20241012/uni/bu_/,/box/metrics.php?gd=99947,Saturday,2024-10-12_Boston University_Union
2024-10-12,Non-Conference,,Notre Dame,/reports/team/Notre-Dame/43,5,Clarkson,/reports/team/Clarkson/14,2,,/box/final/20241012/ndm/clk/,/box/metrics.php?gd=100474,Saturday,2024-10-12_Clarkson_Notre Dame
2024-10-12,Non-Conference,,Western Michigan,/reports/team/Western-Michigan/57,5,Ferris State,/reports/team/Ferris-State/21,1,,/box/final/20241012/wmu/fsu/,/box/metrics.php?gd=100502,Saturday,2024-10-12_Ferris State_Western Michigan
2024-10-12,Non-Conference,,Bentley,/reports/team/Bentley/8,1,New Hampshire,/reports/team/New-Hampshire/38,2,ot,/box/final/20241012/ben/unh/,/box/metrics.php?gd=100427,Saturday,2024-10-12_New Hampshire_Bentley
2024-10-12,Non-Conference,,Stonehill,/reports/team/Stonehill/422,1,Northeastern,/reports/team/Northeastern/41,5,,/box/final/20241012/stn/noe/,/box/metrics.php?gd=100258,Saturday,2024-10-12_Northeastern_Stonehill
2024-10-12,Non-Conference,,Penn State,/reports/team/Penn-State/60,2,Quinnipiac,/reports/team/Quinnipiac/47,3,,/box/final/20241012/psu/qui/,/box/metrics.php?gd=100747,Saturday,2024-10-12_Quinnipiac_Penn State
2024-10-12,Non-Conference,,Niagara,/reports/team/Niagara/39,3,St Lawrence,/reports/team/St-Lawrence/53,4,ot,/box/final/20241012/nia/stl/,/box/metrics.php?gd=100656,Saturday,2024-10-12_St. Lawrence_Niagara
2024-10-12,Non-Conference,,Alaska Anchorage,/reports/team/Alaska-Anchorage/3,1,Miami,/reports/team/Miami/30,4,,/box/final/20241012/aka/mia/,/box/metrics.php?gd=99985,Saturday,2024-10-12_Miami_Alaska-Anchorage
2024-10-12,Atlantic Hockey,,RIT,/reports/team/RIT/49,4,Mercyhurst,/reports/team/Mercyhurst/28,2,,/box/final/20241012/rit/mrc/,/box/metrics.php?gd=100289,Saturday,2024-10-12_Mercyhurst_RIT
2024-10-12,"Ice Breaker (at Orleans Arena, Paradise, Nev.)",,Massachusetts,/reports/team/Massachusetts/27,5,Air Force,/reports/team/Air-Force/1,1,,/box/final/20241012/uma/afa/,/box/metrics.php?gd=100015,Saturday,2024-10-12_Air Force_Massachusetts
2024-10-12,"Ice Breaker (at Orleans Arena, Paradise, Nev.)",,Minnesota,/reports/team/Minnesota/34,1,Omaha,/reports/team/Omaha/37,2,ot,/box/final/20241012/min/uno/,/box/metrics.php?gd=100924,Saturday,2024-10-12_Omaha_Minnesota
2024-10-13,Exhibition,,Simon Fraser,,1,Bowling Green,/reports/team/Bowling-Green/11,4,,/box/final/20241013/sfr/bgs/,,Sunday,2024-10-13_Bowling Green_Simon Fraser
2024-10-17,Non-Conference,,Robert Morris,/reports/team/Robert-Morris/50,5,Miami,/reports/team/Miami/30,1,,/box/final/20241017/rmu/mia/,/box/metrics.php?gd=99986,Thursday,2024-10-17_Miami_Robert Morris
2024-10-17,Non-Conference,,Bowling Green,/reports/team/Bowling-Green/11,2,Western Michigan,/reports/team/Western-Michigan/57,6,,/box/final/20241017/bgs/wmu/,/box/metrics.php?gd=100503,Thursday,2024-10-17_Western Michigan_Bowling Green
2024-10-18,Exhibition,,Windsor,,0,Michigan State,/reports/team/Michigan-State/32,5,,/box/final/20241018/win/msu/,,Friday,2024-10-18_Michigan State_Windsor
2024-10-18,Exhibition,,US Under 18,,4,Harvard,/reports/team/Harvard/22,5,,/box/final/20241018/u18/har/,,Friday,2024-10-18_Harvard_US Under-18
