Date,Home_Team,Away_Team,game_id_number
2022/12/31,Maine,Colgate,6045037
2022/12/31,Merrimack,Providence,6045038
2022/12/31,Lindenwood,Vermont,6045041
2022/12/31,New Hampshire,Union (NY),6045042
2022/12/31,Niagara,Miami (OH),6045044
2022/12/31,Alas. Fairbanks,Notre Dame,6045034
2022/12/31,Princeton,Colorado Col.,6045043
2022/12/31,Yale,Dartmouth,6082940
2022/12/31,St. Lawrence,Omaha,6045047
2022/12/31,Boston College,Arizona St.,6045046
2022/12/31,RIT,Penn St.,6045035
2023/01/01,Northeastern,Harvard,6045049
2023/01/01,Alas. Fairbanks,Notre Dame,6045048
2023/01/02,Army West Point,Yale,6045050
2023/01/03,Brown,Massachusetts,6045051
2023/01/05,Army West Point,Sacred Heart,6045052
2023/01/05,St. Lawrence,Niagara,6044842
2023/01/06,Boston U.,Air Force,6045059
2023/01/06,Cornell,Union (NY),6045062
2023/01/06,Colgate,Rensselaer,6045498
2023/01/06,Yale,Merrimack,6045064
2023/01/06,Dartmouth,Quinnipiac,6045065
2023/01/06,Harvard,Princeton,6045061
2023/01/06,Alas. Anchorage,Maine,6045060
2023/01/06,Michigan St.,Ohio St.,6045055
2023/01/06,New Hampshire,Providence,6045053
2023/01/06,RIT,Bentley,6045066
2023/01/06,Minnesota St.,Northern Mich.,6045056
2023/01/06,Lake Superior St.,Bowling Green,6045067
2023/01/06,Notre Dame,Wisconsin,6045057
2023/01/06,Lindenwood,North Dakota,6045068
2023/01/06,Minn. Duluth,Bemidji St.,6045069
2023/01/06,Michigan Tech,Arizona St.,6045058
2023/01/06,Alas. Fairbanks,Denver,6045063
2023/01/07,UMass Lowell,American Int'l,6045070
2023/01/07,Michigan St.,Ohio St.,6045071
2023/01/07,Colgate,Union (NY),6045079
2023/01/07,Clarkson,Holy Cross,6045080
2023/01/07,RIT,Bentley,6045081
2023/01/07,Alas. Anchorage,Maine,6045082
2023/01/07,Massachusetts,Boston College,6045074
2023/01/07,Minnesota St.,Northern Mich.,6045072
2023/01/07,Notre Dame,Wisconsin,6045073
2023/01/07,Dartmouth,Princeton,6045089
2023/01/07,Harvard,Quinnipiac,6045091
2023/01/07,Brown,Merrimack,6045090
2023/01/07,Cornell,Rensselaer,6082572
2023/01/07,Niagara,St. Lawrence,6045088
2023/01/07,Minnesota,St. Cloud St.,6045084
2023/01/07,Lake Superior St.,Bowling Green,6045092
2023/01/07,Lindenwood,North Dakota,6045085
2023/01/07,Bemidji St.,Minn. Duluth,6045086
2023/01/07,Alas. Fairbanks,Denver,6045083
2023/01/07,Air Force,Arizona St.,6085172
2023/01/07,Boston U.,Michigan Tech,6045077
2023/01/07,Northeastern,UConn,6045075
2023/01/08,St. Cloud St.,Minnesota,6045093
2023/01/08,Providence,Army West Point,6045095
2023/01/08,Sacred Heart,New Hampshire,6045096
2023/01/08,Yale,Vermont,6045094
2023/01/11,Massachusetts,Boston U.,6045097
2023/01/13,Rensselaer,Yale,6085178
2023/01/13,Penn St.,Michigan St.,6045100
2023/01/13,UMass Lowell,Maine,6045103
2023/01/13,Clarkson,Harvard,6045104
2023/01/13,Canisius,Army West Point,6045105
2023/01/13,LIU,Princeton,6045106
2023/01/13,Union (NY),Brown,6045108
2023/01/13,Providence,Merrimack,6045111
2023/01/13,Mercyhurst,RIT,6045113
2023/01/13,Air Force,Holy Cross,6045112
2023/01/13,Bemidji St.,Bowling Green,6045114
2023/01/13,Ferris St.,Lake Superior St.,6045115
2023/01/13,St. Thomas (MN),Michigan Tech,6045117
2023/01/13,Minnesota,Notre Dame,6045098
2023/01/13,St. Lawrence,Dartmouth,6045110
2023/01/13,Western Mich.,North Dakota,6045116
2023/01/13,Minn. Duluth,Omaha,6045118
2023/01/13,Colorado Col.,St. Cloud St.,6045119
2023/01/13,Miami (OH),Denver,6045109
2023/01/13,Minnesota St.,Arizona St.,6045102
2023/01/13,Bentley,Niagara,6045101
2023/01/14,Cornell,Boston U.,6045127
2023/01/14,Canisius,Army West Point,6045128
2023/01/14,Ohio St.,Michigan,6045099
2023/01/14,Mercyhurst,RIT,6045130
2023/01/14,Bentley,Niagara,6045125
2023/01/14,Minnesota,Notre Dame,6045120
2023/01/14,Ferris St.,Lake Superior St.,6045133
2023/01/14,St. Thomas (MN),Michigan Tech,6045135
2023/01/14,Quinnipiac,LIU,6045136
2023/01/14,UMass Lowell,Maine,6045138
2023/01/14,Union (NY),Yale,6045142
2023/01/14,Providence,Merrimack,6045141
2023/01/14,Rensselaer,Brown,6045140
2023/01/14,St. Lawrence,Harvard,6045139
2023/01/14,Clarkson,Dartmouth,6045129
2023/01/14,Boston College,Sacred Heart,6045137
2023/01/14,Colorado Col.,St. Cloud St.,6045132
2023/01/14,Penn St.,Michigan St.,6045123
2023/01/14,Western Mich.,North Dakota,6045134
2023/01/14,Bemidji St.,Bowling Green,6045143
2023/01/14,Northeastern,UConn,6045124
2023/01/14,Miami (OH),Denver,6045131
2023/01/14,Minn. Duluth,Omaha,6045144
2023/01/14,Minnesota St.,Arizona St.,6045126
2023/01/14,American Int'l,Vermont,6045122
2023/01/14,Ohio St.,Michigan,6045121
2023/01/15,New Hampshire,Massachusetts,6045145
2023/01/15,Air Force,Holy Cross,6045146
2023/01/17,American Int'l,Army West Point,6045147
2023/01/17,Providence,Princeton,6045148
2023/01/19,Bowling Green,St. Thomas (MN),6045149
2023/01/20,Lindenwood,LIU,6045154
2023/01/20,Quinnipiac,Cornell,6048424
2023/01/20,Maine,Boston U.,6045152
2023/01/20,UConn,Massachusetts,6045153
2023/01/20,Vermont,Boston College,6045155
2023/01/20,Canisius,Bentley,6045156
2023/01/20,Holy Cross,Sacred Heart,6045157
2023/01/20,Notre Dame,Penn St.,6045158
2023/01/20,St. Lawrence,Union (NY),6045159
2023/01/20,Dartmouth,Brown,6045160
2023/01/20,Northeastern,Merrimack,6045161
2023/01/20,Harvard,Yale,6045162
2023/01/20,Princeton,Colgate,6045163
2023/01/20,Clarkson,Rensselaer,6045164
2023/01/20,American Int'l,Mercyhurst,6045165
2023/01/20,Michigan Tech,Ferris St.,6045170
2023/01/20,New Hampshire,UMass Lowell,6045173
2023/01/20,Michigan,Minnesota,6045150
2023/01/20,Ohio St.,Wisconsin,6045151
2023/01/20,Minn. Duluth,North Dakota,6045167
2023/01/20,Lake Superior St.,Minnesota St.,6045168
2023/01/20,Northern Mich.,Bemidji St.,6045169
2023/01/20,Miami (OH),Omaha,6045171
2023/01/20,Bowling Green,St. Thomas (MN),6045172
2023/01/20,Denver,St. Cloud St.,6045175
2023/01/20,RIT,Arizona St.,6085370
2023/01/20,Niagara,Air Force,6045166
2023/01/20,Western Mich.,Colorado Col.,6045174
2023/01/21,Canisius,Bentley,6045180
2023/01/21,Clarkson,Union (NY),6045181
2023/01/21,American Int'l,Mercyhurst,6045182
2023/01/21,Massachusetts,UConn,6045179
2023/01/21,Vermont,Boston College,6045191
2023/01/21,Notre Dame,Penn St.,6045183
2023/01/21,Maine,Boston U.,6045178
2023/01/21,RIT,Arizona St.,6085371
2023/01/21,Niagara,Air Force,6045184
2023/01/21,Michigan Tech,Ferris St.,6045190
2023/01/21,St. Lawrence,Rensselaer,6045196
2023/01/21,Quinnipiac,Colgate,6045491
2023/01/21,Princeton,Cornell,6045198
2023/01/21,Dartmouth,Yale,6045197
2023/01/21,UMass Lowell,New Hampshire,6045194
2023/01/21,Harvard,Brown,6045195
2023/01/21,Merrimack,Northeastern,6045193
2023/01/21,Holy Cross,Sacred Heart,6045192
2023/01/21,Denver,St. Cloud St.,6045186
2023/01/21,Minn. Duluth,North Dakota,6045187
2023/01/21,Lake Superior St.,Minnesota St.,6045188
2023/01/21,Northern Mich.,Bemidji St.,6045189
2023/01/21,Western Mich.,Colorado Col.,6045185
2023/01/21,Lindenwood,LIU,6045200
2023/01/21,Michigan,Minnesota,6045176
2023/01/21,Ohio St.,Wisconsin,6045177
2023/01/21,Miami (OH),Omaha,6045199
2023/01/27,Yale,UConn,6045210
2023/01/27,Merrimack,Vermont,6045216
2023/01/27,Providence,Maine,6045212
2023/01/27,Cornell,Dartmouth,6045219
2023/01/27,Air Force,Army West Point,6045215
2023/01/27,Clarkson,St. Lawrence,6045213
2023/01/27,Colgate,Harvard,6045214
2023/01/27,Niagara,Canisius,6045211
2023/01/27,RIT,Holy Cross,6045205
2023/01/27,Massachusetts,UMass Lowell,6045204
2023/01/27,Sacred Heart,Quinnipiac,6085383
2023/01/27,Bentley,Mercyhurst,6045220
2023/01/27,Bemidji St.,Lake Superior St.,6045223
2023/01/27,Northern Mich.,Michigan Tech,6045224
2023/01/27,Minnesota St.,Ferris St.,6045225
2023/01/27,North Dakota,Miami (OH),6045221
2023/01/27,Wisconsin,Notre Dame,6045202
2023/01/27,St. Cloud St.,Minn. Duluth,6045217
2023/01/27,Michigan St.,Minnesota,6045201
2023/01/27,St. Thomas (MN),Arizona St.,6045207
2023/01/27,Colorado Col.,Denver,6045218
2023/01/27,Alas. Fairbanks,Alas. Anchorage,6045226
2023/01/27,Omaha,Western Mich.,6045206
2023/01/27,Boston College,Boston U.,6045208
2023/01/27,Penn St.,Michigan,6045203
2023/01/28,Air Force,Army West Point,6045236
2023/01/28,Yale,Sacred Heart,6130616
2023/01/28,Michigan St.,Minnesota,6045228
2023/01/28,Bentley,Mercyhurst,6045237
2023/01/28,Union (NY),Rensselaer,6045239
2023/01/28,Wisconsin,Notre Dame,6045229
2023/01/28,Bemidji St.,Lake Superior St.,6045240
2023/01/28,Minnesota St.,Ferris St.,6045241
2023/01/28,Michigan Tech,Northern Mich.,6045242
2023/01/28,Merrimack,Vermont,6045231
2023/01/28,Providence,Maine,6045244
2023/01/28,RIT,Holy Cross,6045249
2023/01/28,LIU,Princeton,6045247
2023/01/28,Cornell,Harvard,6045246
2023/01/28,St. Lawrence,Clarkson,6045245
2023/01/28,Penn St.,Michigan,6045230
2023/01/28,Niagara,Canisius,6045243
2023/01/28,Colgate,Dartmouth,6045238
2023/01/28,UConn,Quinnipiac,6045235
2023/01/28,Boston U.,Boston College,6045227
2023/01/28,North Dakota,Miami (OH),6045250
2023/01/28,St. Cloud St.,Minn. Duluth,6045248
2023/01/28,St. Thomas (MN),Arizona St.,6045233
2023/01/28,Alas. Anchorage,Alas. Fairbanks,6045251
2023/01/28,Omaha,Western Mich.,6045232
2023/01/31,Boston College,Northeastern,6045252
2023/02/02,Sacred Heart,American Int'l,6045407
2023/02/03,Stonehill,LIU,6045259
2023/02/03,Army West Point,Niagara,6045269
2023/02/03,Boston U.,Maine,6045263
2023/02/03,Clarkson,Yale,6045271
2023/02/03,Union (NY),Colgate,6045270
2023/02/03,Merrimack,New Hampshire,6045266
2023/02/03,Boston College,UMass Lowell,6045265
2023/02/03,Quinnipiac,Harvard,6045264
2023/02/03,St. Lawrence,Brown,6045268
2023/02/03,RIT,Canisius,6045262
2023/02/03,UConn,Northeastern,6045258
2023/02/03,Penn St.,Ohio St.,6045257
2023/02/03,Notre Dame,Michigan St.,6045256
2023/02/03,Wisconsin,Michigan,6045255
2023/02/03,Massachusetts,Providence,6045254
2023/02/03,Rensselaer,Cornell,6082573
2023/02/03,Holy Cross,Bentley,6045272
2023/02/03,Lake Superior St.,Northern Mich.,6045261
2023/02/03,Ferris St.,Bowling Green,6045273
2023/02/03,Western Mich.,Minn. Duluth,6045267
2023/02/03,Princeton,Dartmouth,6045278
2023/02/03,St. Thomas (MN),Minnesota St.,6045274
2023/02/03,Michigan Tech,Bemidji St.,6045275
2023/02/03,Miami (OH),St. Cloud St.,6045277
2023/02/03,Mercyhurst,Air Force,6045260
2023/02/03,Arizona St.,Alas. Fairbanks,6045276
2023/02/04,Stonehill,LIU,6045282
2023/02/04,Notre Dame,Michigan St.,6045280
2023/02/04,Holy Cross,Bentley,6045284
2023/02/04,Army West Point,Niagara,6045285
2023/02/04,New Hampshire,UMass Lowell,6045286
2023/02/04,Lake Superior St.,Northern Mich.,6045292
2023/02/04,Penn St.,Ohio St.,6045281
2023/02/04,Canisius,RIT,6045297
2023/02/04,St. Lawrence,Yale,6045296
2023/02/04,Union (NY),Cornell,6045295
2023/02/04,Clarkson,Brown,6045294
2023/02/04,Miami (OH),St. Cloud St.,6045289
2023/02/04,American Int'l,Sacred Heart,6045293
2023/02/04,Western Mich.,Minn. Duluth,6045287
2023/02/04,Mercyhurst,Air Force,6045283
2023/02/04,Wisconsin,Michigan,6045279
2023/02/04,Rensselaer,Colgate,6045499
2023/02/04,Michigan Tech,Bemidji St.,6045290
2023/02/04,Minnesota St.,St. Thomas (MN),6045291
2023/02/04,Ferris St.,Bowling Green,6045298
2023/02/04,Denver,Colorado Col.,6045288
2023/02/04,Quinnipiac,Dartmouth,6045300
2023/02/04,Arizona St.,Alas. Fairbanks,6045299
2023/02/05,Providence,Vermont,6045301
2023/02/05,Merrimack,Maine,6045302
2023/02/06,Boston College,Harvard,6045303
2023/02/06,Northeastern,Boston U.,6045304
2023/02/07,Army West Point,Sacred Heart,6045305
2023/02/08,Bentley,American Int'l,6045306
2023/02/09,RIT,Niagara,6132421
2023/02/10,Alas. Fairbanks,LIU,6045312
2023/02/10,Holy Cross,Army West Point,6045317
2023/02/10,Colgate,Cornell,6045500
2023/02/10,Yale,Union (NY),6045320
2023/02/10,UConn,New Hampshire,6045319
2023/02/10,Quinnipiac,Clarkson,6045318
2023/02/10,Brown,Rensselaer,6045323
2023/02/10,Princeton,St. Lawrence,6045316
2023/02/10,Maine,Boston College,6045314
2023/02/10,Vermont,Massachusetts,6045311
2023/02/10,Michigan,Michigan St.,6045309
2023/02/10,Northeastern,Providence,6045307
2023/02/10,Air Force,Sacred Heart,6045315
2023/02/10,American Int'l,Bentley,6045324
2023/02/10,Canisius,Mercyhurst,6045325
2023/02/10,Bemidji St.,Ferris St.,6045327
2023/02/10,Northern Mich.,St. Thomas (MN),6045313
2023/02/10,Bowling Green,Michigan Tech,6045326
2023/02/10,Ohio St.,Notre Dame,6045308
2023/02/10,Minnesota,Wisconsin,6045310
2023/02/10,Colorado Col.,Omaha,6045321
2023/02/10,Harvard,Dartmouth,6045328
2023/02/10,Stonehill,Lindenwood,6134638
2023/02/10,North Dakota,Denver,6045322
2023/02/11,Minnesota,Wisconsin,6045330
2023/02/11,Alas. Fairbanks,LIU,6045333
2023/02/11,Canisius,Mercyhurst,6045334
2023/02/11,Holy Cross,Army West Point,6045335
2023/02/11,UConn,New Hampshire,6045336
2023/02/11,Brown,Union (NY),6045337
2023/02/11,Bowling Green,Michigan Tech,6045338
2023/02/11,Stonehill,Lindenwood,6134639
2023/02/11,Ohio St.,Notre Dame,6045329
2023/02/11,Bemidji St.,Ferris St.,6045341
2023/02/11,Northern Mich.,St. Thomas (MN),6045339
2023/02/11,Yale,Rensselaer,6085179
2023/02/11,Vermont,Massachusetts,6045331
2023/02/11,Air Force,Sacred Heart,6045342
2023/02/11,Quinnipiac,St. Lawrence,6045343
2023/02/11,Princeton,Clarkson,6045344
2023/02/11,RIT,Niagara,6132422
2023/02/11,Cornell,Colgate,6045501
2023/02/11,Michigan St.,Michigan,6045332
2023/02/11,North Dakota,Denver,6045340
2023/02/11,Colorado Col.,Omaha,6045345
2023/02/12,Maine,UMass Lowell,6045346
2023/02/13,Boston College,Boston U.,6045348
2023/02/13,Harvard,Northeastern,6045347
2023/02/13,Canisius,Air Force,6045026
2023/02/14,Canisius,Air Force,6045040
2023/02/16,Michigan,Ohio St.,6045350
2023/02/16,Niagara,Holy Cross,6045351
2023/02/17,St. Lawrence,Colgate,6045367
2023/02/17,Mercyhurst,Army West Point,6045361
2023/02/17,Clarkson,Cornell,6045368
2023/02/17,Rensselaer,Dartmouth,6045366
2023/02/17,Minnesota,Penn St.,6045363
2023/02/17,Brown,Princeton,6045362
2023/02/17,Niagara,Holy Cross,6045364
2023/02/17,Union (NY),Harvard,6045360
2023/02/17,Yale,Quinnipiac,6048425
2023/02/17,UMass Lowell,Providence,6045353
2023/02/17,Massachusetts,Boston College,6045352
2023/02/17,Omaha,Miami (OH),6045369
2023/02/17,Bentley,RIT,6045371
2023/02/17,St. Thomas (MN),Lake Superior St.,6045372
2023/02/17,Ferris St.,Northern Mich.,6045375
2023/02/17,St. Cloud St.,North Dakota,6045373
2023/02/17,Minnesota St.,Bemidji St.,6045374
2023/02/17,Minn. Duluth,Denver,6045365
2023/02/17,Lindenwood,Arizona St.,6045358
2023/02/17,Michigan St.,Wisconsin,6045356
2023/02/17,American Int'l,Air Force,6045370
2023/02/17,LIU,Alas. Fairbanks,6045376
2023/02/17,Boston U.,Merrimack,6045355
2023/02/17,Colorado Col.,Western Mich.,6045357
2023/02/17,Maine,New Hampshire,6045354
2023/02/18,Sacred Heart,Canisius,6045359
2023/02/18,Michigan,Ohio St.,6045383
2023/02/18,Minnesota,Penn St.,6045385
2023/02/18,Union (NY),Dartmouth,6045399
2023/02/18,Omaha,Miami (OH),6045386
2023/02/18,Bentley,RIT,6045388
2023/02/18,Merrimack,Boston U.,6045381
2023/02/18,Providence,UMass Lowell,6045390
2023/02/18,St. Thomas (MN),Lake Superior St.,6045391
2023/02/18,Ferris St.,Northern Mich.,6045394
2023/02/18,Rensselaer,Harvard,6045395
2023/02/18,Northeastern,Vermont,6045398
2023/02/18,Brown,Quinnipiac,6045402
2023/02/18,Clarkson,Colgate,6045401
2023/02/18,St. Lawrence,Cornell,6045400
2023/02/18,Boston College,Massachusetts,6045382
2023/02/18,Yale,Princeton,6045397
2023/02/18,Mercyhurst,Army West Point,6045396
2023/02/18,American Int'l,Air Force,6045387
2023/02/18,St. Cloud St.,North Dakota,6045392
2023/02/18,Minnesota St.,Bemidji St.,6045393
2023/02/18,Minn. Duluth,Denver,6045389
2023/02/18,Michigan St.,Wisconsin,6045378
2023/02/18,Lindenwood,Arizona St.,6045380
2023/02/18,LIU,Alas. Fairbanks,6045403
2023/02/18,Colorado Col.,Western Mich.,6045379
2023/02/18,Maine,New Hampshire,6045377
2023/02/19,Sacred Heart,Canisius,6045384
2023/02/22,Alas. Anchorage,UConn,6045404
2023/02/23,Alas. Anchorage,UConn,6045404
2023/02/24,Merrimack,UMass Lowell,6045429
2023/02/24,Wisconsin,Penn St.,6045414
2023/02/24,Colgate,Yale,6045502
2023/02/24,Cornell,Brown,6045419
2023/02/24,Quinnipiac,Union (NY),6045417
2023/02/24,Canisius,Holy Cross,6045415
2023/02/24,Princeton,Rensselaer,6045421
2023/02/24,Harvard,St. Lawrence,6045413
2023/02/24,Army West Point,Bentley,6045411
2023/02/24,Northeastern,Massachusetts,6045410
2023/02/24,Boston U.,Vermont,6045408
2023/02/24,Boston College,Maine,6045412
2023/02/24,Notre Dame,Michigan,6045406
2023/02/24,Niagara,Mercyhurst,6045422
2023/02/24,Air Force,RIT,6045423
2023/02/24,Sacred Heart,American Int'l,6045253
2023/02/24,Northern Mich.,Bowling Green,6045424
2023/02/24,Lake Superior St.,Ferris St.,6045426
2023/02/24,Dartmouth,Clarkson,6045416
2023/02/24,Miami (OH),Minn. Duluth,6045418
2023/02/24,Michigan Tech,Minnesota St.,6045425
2023/02/24,St. Cloud St.,Omaha,6045427
2023/02/24,Bemidji St.,St. Thomas (MN),6045428
2023/02/24,Alas. Fairbanks,Arizona St.,6045420
2023/02/24,Ohio St.,Minnesota,6045405
2023/02/24,North Dakota,Colorado Col.,6045430
2023/02/24,Denver,Western Mich.,6045409
2023/02/25,Alas. Anchorage,LIU,6045437
2023/02/25,New Hampshire,UConn,6045435
2023/02/25,Army West Point,Bentley,6045438
2023/02/25,Wisconsin,Penn St.,6045440
2023/02/25,Air Force,RIT,6045441
2023/02/25,Lake Superior St.,Ferris St.,6045442
2023/02/25,Ohio St.,Minnesota,6045431
2023/02/25,UMass Lowell,Merrimack,6045452
2023/02/25,Princeton,Union (NY),6045439
2023/02/25,Quinnipiac,Rensselaer,6048426
2023/02/25,Cornell,Yale,6048109
2023/02/25,Mercyhurst,Niagara,6045453
2023/02/25,Colgate,Brown,6045451
2023/02/25,Harvard,Clarkson,6045450
2023/02/25,Canisius,Holy Cross,6045449
2023/02/25,Dartmouth,St. Lawrence,6045448
2023/02/25,Boston College,Maine,6045447
2023/02/25,American Int'l,Sacred Heart,6045446
2023/02/25,Michigan Tech,Minnesota St.,6045444
2023/02/25,Bemidji St.,St. Thomas (MN),6045445
2023/02/25,Northern Mich.,Bowling Green,6045455
2023/02/25,Massachusetts,Northeastern,6045433
2023/02/25,Boston U.,Vermont,6045434
2023/02/25,North Dakota,Colorado Col.,6045443
2023/02/25,Notre Dame,Michigan,6045432
2023/02/25,St. Cloud St.,Omaha,6045456
2023/02/25,Alas. Fairbanks,Arizona St.,6045454
2023/02/25,Miami (OH),Minn. Duluth,6045457
2023/02/25,Denver,Western Mich.,6045436
2023/02/26,Alas. Anchorage,LIU,6045458
2023/02/28,Alas. Anchorage,LIU,6045459
2023/03/02,Vermont,New Hampshire,6045460
2023/03/03,Holy Cross,American Int'l,6138050
2023/03/03,Penn St.,Ohio St.,6137143
2023/03/03,Providence,Boston U.,6045461
2023/03/03,Army West Point,Canisius,6138045
2023/03/03,Dartmouth,Colgate,6137931
2023/03/03,Penn St.,Ohio St.,6137144
2023/03/03,Niagara,Sacred Heart,6138052
2023/03/03,Michigan St.,Notre Dame,6137134
2023/03/03,Wisconsin,Michigan,6137128
2023/03/03,Wisconsin,Michigan,6137127
2023/03/03,UConn,Boston College,6045465
2023/03/03,Massachusetts,Maine,6045462
2023/03/03,Michigan St.,Notre Dame,6137133
2023/03/03,Western Mich.,Miami (OH),6045466
2023/03/03,Mercyhurst,RIT,6138042
2023/03/03,Bemidji St.,Northern Mich.,6137975
2023/03/03,St. Thomas (MN),Michigan Tech,6137967
2023/03/03,Ferris St.,Bowling Green,6137970
2023/03/03,Northeastern,UMass Lowell,6045463
2023/03/03,Omaha,North Dakota,6045467
2023/03/03,Lake Superior St.,Minnesota St.,6137964
2023/03/03,Minn. Duluth,St. Cloud St.,6045469
2023/03/03,Colorado Col.,Denver,6045464
2023/03/03,Lindenwood,Alas. Fairbanks,6045468
2023/03/04,Arizona St.,Alas. Anchorage,6045509
2023/03/04,Holy Cross,American Int'l,6138043
2023/03/04,Brown,Clarkson,6137932
2023/03/04,Princeton,Union (NY),6137933
2023/03/04,Michigan St.,Notre Dame,6137135
2023/03/04,Penn St.,Ohio St.,6137130
2023/03/04,Western Mich.,Miami (OH),6045473
2023/03/04,St. Thomas (MN),Michigan Tech,6137968
2023/03/04,Bemidji St.,Northern Mich.,6137974
2023/03/04,Massachusetts,Maine,6045478
2023/03/04,Penn St.,Ohio St.,6137129
2023/03/04,Niagara,Sacred Heart,6138051
2023/03/04,Yale,Rensselaer,6137935
2023/03/04,Wisconsin,Michigan,6137140
2023/03/04,Wisconsin,Michigan,6137139
2023/03/04,Boston College,UConn,6045477
2023/03/04,UMass Lowell,Northeastern,6045479
2023/03/04,Minn. Duluth,St. Cloud St.,6045475
2023/03/04,Boston U.,Providence,6045470
2023/03/04,Mercyhurst,RIT,6138041
2023/03/04,Omaha,North Dakota,6045476
2023/03/04,Lake Superior St.,Minnesota St.,6137966
2023/03/04,Ferris St.,Bowling Green,6137971
2023/03/04,Army West Point,Canisius,6138046
2023/03/04,Denver,Colorado Col.,6045474
2023/03/04,Arizona St.,Alas. Anchorage,6045510
2023/03/04,Lindenwood,Alas. Fairbanks,6045480
2023/03/04,Vermont,Merrimack,6045471
2023/03/04,Michigan St.,Notre Dame,6137136
2023/03/05,Holy Cross,American Int'l,6138049
2023/03/05,Penn St.,Ohio St.,6137141
2023/03/05,Penn St.,Ohio St.,6137142
2023/03/05,Army West Point,Canisius,6138047
2023/03/05,Michigan St.,Notre Dame,6137137
2023/03/05,Michigan St.,Notre Dame,6137138
2023/03/05,Niagara,Sacred Heart,6138044
2023/03/05,Wisconsin,Michigan,6137125
2023/03/05,Wisconsin,Michigan,6137126
2023/03/08,Vermont,Maine,6140458
2023/03/08,New Hampshire,Providence,6140472
2023/03/08,Massachusetts,Boston College,6140473
2023/03/09,Lindenwood,Alas. Anchorage,6045481
2023/03/10,Niagara,Canisius,6140477
2023/03/10,Yale,Quinnipiac,6137937
2023/03/10,Clarkson,Cornell,6137938
2023/03/10,Princeton,Harvard,6137941
2023/03/10,Colgate,St. Lawrence,6137946
2023/03/10,Colorado Col.,Western Mich.,6140459
2023/03/10,Holy Cross,RIT,6140482
2023/03/10,North Dakota,Omaha,6140462
2023/03/10,Minn. Duluth,St. Cloud St.,6140465
2023/03/10,LIU,Arizona St.,6045483
2023/03/10,Miami (OH),Denver,6140468
2023/03/11,UMass Lowell,UConn,6140471
2023/03/11,Vermont,Boston U.,6142910
2023/03/11,Vermont,Boston U.,6142911
2023/03/11,Colorado Col.,Western Mich.,6140460
2023/03/11,Northern Mich.,Michigan Tech,6143174
2023/03/11,Ohio St.,Michigan,6140457
2023/03/11,Yale,Quinnipiac,6137934
2023/03/11,Clarkson,Cornell,6137939
2023/03/11,Princeton,Harvard,6137942
2023/03/11,Colgate,St. Lawrence,6137945
2023/03/11,Providence,Northeastern,6142912
2023/03/11,Holy Cross,RIT,6140481
2023/03/11,Minn. Duluth,St. Cloud St.,6140466
2023/03/11,Ferris St.,Minnesota St.,6143175
2023/03/11,TBA,Minnesota,6137132
2023/03/11,Boston College,Merrimack,6142913
2023/03/11,Niagara,Canisius,6140478
2023/03/11,North Dakota,Omaha,6140463
2023/03/11,Miami (OH),Denver,6140469
2023/03/11,LIU,Arizona St.,6045486
2023/03/11,Michigan St.,Minnesota,6137131
2023/03/11,Lindenwood,Alas. Anchorage,6045484
2023/03/12,Holy Cross,RIT,6140480
2023/03/12,Niagara,Canisius,6140479
2023/03/12,North Dakota,Omaha,6140464
2023/03/12,Minn. Duluth,St. Cloud St.,6140467
2023/03/12,Yale,Quinnipiac,6137936
2023/03/12,Clarkson,Cornell,6137940
2023/03/12,Princeton,Harvard,6137943
2023/03/12,Colgate,St. Lawrence,6137944
2023/03/12,Miami (OH),Denver,6140470
2023/03/17,Providence,Boston U.,6143532
2023/03/17,Colgate,Quinnipiac,6143102
2023/03/17,Colorado Col.,Denver,6143529
2023/03/17,UMass Lowell,Merrimack,6143533
2023/03/17,Cornell,Harvard,6143101
2023/03/17,North Dakota,St. Cloud St.,6143530
2023/03/18,Holy Cross,Canisius,6143450
2023/03/18,Merrimack,Boston U.,6143571
2023/03/18,Northern Mich.,Minnesota St.,6143293
2023/03/18,Colgate,Harvard,6144170
2023/03/18,Michigan,Minnesota,6143292
2023/03/18,Colorado Col.,St. Cloud St.,6143531
