Date,Home_Team,Away_Team,game_id_number
2022/11/12,St. Thomas (MN),Bowling Green,6044798
2022/11/12,LIU,Wisconsin,6044779
2022/11/12,Alas. Anchorage,Arizona St.,6045493
2022/11/12,Bentley,Air Force,6044799
2022/11/12,Maine,Merrimack,6044778
2022/11/15,UMass Lowell,Boston College,6044800
2022/11/15,Harvard,New Hampshire,6044801
2022/11/15,Holy Cross,American Int'l,6044802
2022/11/17,Merrimack,Sacred Heart,6044804
2022/11/17,Minnesota,Michigan,6044803
2022/11/18,Mercyhurst,Holy Cross,6044812
2022/11/18,Quinnipiac,Princeton,6044815
2022/11/18,Arizona St.,Clarkson,6044813
2022/11/18,Alas. Fairbanks,Rensselaer,6044818
2022/11/18,Brown,Colgate,6044817
2022/11/18,Michigan St.,Penn St.,6044816
2022/11/18,Bentley,Army West Point,6044814
2022/11/18,Northeastern,Boston U.,6044811
2022/11/18,Minn. Duluth,Western Mich.,6044810
2022/11/18,Notre Dame,Ohio St.,6044808
2022/11/18,Vermont,Providence,6044805
2022/11/18,Yale,Cornell,6082175
2022/11/18,Bowling Green,Ferris St.,6044821
2022/11/18,UConn,UMass Lowell,6044823
2022/11/18,Lindenwood,Wisconsin,6044809
2022/11/18,Northern Mich.,Minnesota St.,6044820
2022/11/18,Michigan Tech,St. Thomas (MN),6044822
2022/11/18,Miami (OH),North Dakota,6044819
2022/11/18,St. Cloud St.,Colorado Col.,6044824
2022/11/18,Massachusetts,New Hampshire,6044807
2022/11/18,Minnesota,Michigan,6044806
2022/11/19,Air Force,American Int'l,6044833
2022/11/19,Mercyhurst,Holy Cross,6044834
2022/11/19,UMass Lowell,UConn,6044829
2022/11/19,Notre Dame,Ohio St.,6044828
2022/11/19,Minn. Duluth,Western Mich.,6044832
2022/11/19,Bowling Green,Ferris St.,6044838
2022/11/19,LIU,Assumption,6044830
2022/11/19,Vermont,Providence,6044825
2022/11/19,Brown,Cornell,6044843
2022/11/19,Princeton,Quinnipiac,6044845
2022/11/19,Alas. Fairbanks,Rensselaer,6044844
2022/11/19,Yale,Colgate,6045497
2022/11/19,Bentley,Army West Point,6044841
2022/11/19,Arizona St.,Clarkson,6044840
2022/11/19,Michigan Tech,St. Thomas (MN),6044839
2022/11/19,Miami (OH),North Dakota,6044836
2022/11/19,Northern Mich.,Minnesota St.,6044837
2022/11/19,Lindenwood,Wisconsin,6044831
2022/11/19,St. Cloud St.,Colorado Col.,6044835
2022/11/19,Boston U.,Northeastern,6044827
2022/11/19,Michigan St.,Penn St.,6044826
2022/11/20,Air Force,American Int'l,6044846
2022/11/22,Holy Cross,Merrimack,6044847
2022/11/22,Alas. Fairbanks,Penn St.,6044848
2022/11/22,Sacred Heart,Cornell,6044849
2022/11/23,Notre Dame,Boston U.,6044850
2022/11/23,Alas. Fairbanks,Penn St.,6044851
2022/11/25,Dartmouth,Quinnipiac,6044856
2022/11/25,Army West Point,Canisius,6044857
2022/11/25,Holy Cross,Brown,6044858
2022/11/25,Colgate,Niagara,6045503
2022/11/25,Notre Dame,Boston College,6044859
2022/11/25,Princeton,RIT,6044864
2022/11/25,Rensselaer,Vermont,6044862
2022/11/25,Harvard,Michigan,6044861
2022/11/25,St. Lawrence,Providence,6044860
2022/11/25,UMass Lowell,Massachusetts,6044854
2022/11/25,Air Force,Mercyhurst,6044865
2022/11/25,Michigan St.,Miami (OH),6044866
2022/11/25,Minnesota St.,Michigan Tech,6044867
2022/11/25,Western Mich.,Northeastern,6044855
2022/11/25,Ohio St.,LIU,6044870
2022/11/25,Lake Superior St.,St. Thomas (MN),6044868
2022/11/25,North Dakota,Bemidji St.,6044869
2022/11/25,Omaha,Denver,6044863
2022/11/25,Minnesota,Arizona St.,6044853
2022/11/25,Bentley,Sacred Heart,6044852
2022/11/26,Dartmouth,UMass Lowell,6044877
2022/11/26,Army West Point,Canisius,6044878
2022/11/26,Bentley,Sacred Heart,6044871
2022/11/26,Massachusetts,Quinnipiac,6082457
2022/11/26,American Int'l,Maine,6044879
2022/11/26,Colgate,Niagara,6045504
2022/11/26,Air Force,Mercyhurst,6044880
2022/11/26,Princeton,RIT,6044881
2022/11/26,Michigan St.,Miami (OH),6044882
2022/11/26,Minnesota St.,Michigan Tech,6044885
2022/11/26,Brown,Providence,6044872
2022/11/26,Harvard,Michigan,6044887
2022/11/26,New Hampshire,Holy Cross,6044888
2022/11/26,Bemidji St.,North Dakota,6044884
2022/11/26,Lake Superior St.,St. Thomas (MN),6044886
2022/11/26,UConn,Cornell,6044876
2022/11/26,Omaha,Denver,6044883
2022/11/26,Ohio St.,LIU,6044889
2022/11/26,Minnesota,Arizona St.,6044873
2022/11/27,Vermont,Rensselaer,6044890
2022/11/29,Boston College,Brown,6044892
2022/11/29,UConn,Merrimack,6044891
2022/12/01,Bentley,American Int'l,6044893
2022/12/02,Minnesota,Michigan St.,6044896
2022/12/02,Dartmouth,Colgate,6044908
2022/12/02,Providence,Boston College,6044899
2022/12/02,Niagara,Army West Point,6044900
2022/12/02,Clarkson,Princeton,6044901
2022/12/02,Ohio St.,Penn St.,6044902
2022/12/02,St. Lawrence,Quinnipiac,6044905
2022/12/02,Canisius,RIT,6044906
2022/12/02,Harvard,Cornell,6044907
2022/12/02,American Int'l,Bentley,6044909
2022/12/02,Merrimack,UConn,6044919
2022/12/02,Michigan Tech,Northern Mich.,6044898
2022/12/02,Bowling Green,Lake Superior St.,6044911
2022/12/02,Michigan,Wisconsin,6044897
2022/12/02,Colorado Col.,Minn. Duluth,6044903
2022/12/02,Ferris St.,Minnesota St.,6044912
2022/12/02,St. Thomas (MN),Bemidji St.,6044913
2022/12/02,Western Mich.,Omaha,6044914
2022/12/02,North Dakota,St. Cloud St.,6044915
2022/12/02,Arizona St.,Denver,6044904
2022/12/02,Holy Cross,Air Force,6044910
2022/12/02,Simon Fraser,Alas. Anchorage,6048399
2022/12/02,Maine,Vermont,6044895
2022/12/02,Boston U.,New Hampshire,6044894
2022/12/03,Niagara,Army West Point,6044923
2022/12/03,Michigan,Wisconsin,6044920
2022/12/03,Minnesota,Michigan St.,6044918
2022/12/03,New Hampshire,Boston U.,6044921
2022/12/03,Bowling Green,Lake Superior St.,6044928
2022/12/03,Northern Mich.,Michigan Tech,6044929
2022/12/03,Harvard,Colgate,6044937
2022/12/03,Clarkson,Quinnipiac,6044938
2022/12/03,North Dakota,St. Cloud St.,6044927
2022/12/03,UMass Lowell,Massachusetts,6044922
2022/12/03,RIT,Canisius,6082653
2022/12/03,Dartmouth,Cornell,6044936
2022/12/03,Northeastern,Union (NY),6044934
2022/12/03,St. Lawrence,Princeton,6044933
2022/12/03,Boston College,Providence,6044932
2022/12/03,Holy Cross,Air Force,6044924
2022/12/03,Ferris St.,Minnesota St.,6044930
2022/12/03,St. Thomas (MN),Bemidji St.,6044931
2022/12/03,Arizona St.,Denver,6044926
2022/12/03,Colorado Col.,Minn. Duluth,6044935
2022/12/03,Brown,LIU,6044940
2022/12/03,Western Mich.,Omaha,6044939
2022/12/03,Simon Fraser,Alas. Anchorage,6048400
2022/12/03,Maine,Vermont,6044917
2022/12/03,Ohio St.,Penn St.,6044916
2022/12/04,Brown,LIU,6044941
2022/12/06,Northeastern,Sacred Heart,6044942
2022/12/07,Merrimack,Massachusetts,6044943
2022/12/08,Niagara,American Int'l,6044945
2022/12/09,Niagara,American Int'l,6044951
2022/12/09,Michigan,Michigan St.,6044949
2022/12/09,Rensselaer,Quinnipiac,6048423
2022/12/09,Boston U.,Boston College,6044946
2022/12/09,Yale,St. Lawrence,6044952
2022/12/09,Brown,Clarkson,6044953
2022/12/09,Union (NY),Princeton,6044954
2022/12/09,Arizona St.,New Hampshire,6044955
2022/12/09,UMass Lowell,Dartmouth,6044957
2022/12/09,St. Cloud St.,Miami (OH),6044959
2022/12/09,Penn St.,Notre Dame,6044948
2022/12/09,Army West Point,Mercyhurst,6044958
2022/12/09,Minnesota St.,Bowling Green,6044960
2022/12/09,Northern Mich.,Ferris St.,6044962
2022/12/09,Denver,Minn. Duluth,6044956
2022/12/09,Lake Superior St.,Bemidji St.,6044961
2022/12/09,Wisconsin,Minnesota,6044947
2022/12/09,Omaha,Colorado Col.,6044964
2022/12/09,Alas. Anchorage,Alas. Fairbanks,6044963
2022/12/09,North Dakota,Western Mich.,6044950
2022/12/10,Canisius,Maine,6044966
2022/12/10,Arizona St.,New Hampshire,6044971
2022/12/10,St. Cloud St.,Miami (OH),6044972
2022/12/10,Penn St.,Notre Dame,6044968
2022/12/10,Northern Mich.,Ferris St.,6044975
2022/12/10,Brown,St. Lawrence,6044977
2022/12/10,Yale,Clarkson,6044978
2022/12/10,Union (NY),Quinnipiac,6044981
2022/12/10,Rensselaer,Princeton,6044979
2022/12/10,Merrimack,Providence,6044967
2022/12/10,Franklin Pierce,LIU,6044976
2022/12/10,Wisconsin,Minnesota,6044965
2022/12/10,Army West Point,Mercyhurst,6044982
2022/12/10,Lake Superior St.,Bemidji St.,6044974
2022/12/10,Minnesota St.,Bowling Green,6044983
2022/12/10,Denver,Minn. Duluth,6044980
2022/12/10,Omaha,Colorado Col.,6044973
2022/12/10,Alas. Anchorage,Alas. Fairbanks,6044984
2022/12/10,North Dakota,Western Mich.,6044970
2022/12/10,Michigan St.,Michigan,6044969
2022/12/11,Boston U.,UConn,6044985
2022/12/11,Dartmouth,Vermont,6044986
2022/12/11,Franklin Pierce,LIU,6044987
2022/12/15,Bemidji St.,Minnesota St.,6044988
2022/12/16,Ohio St.,Bowling Green,6044990
2022/12/16,Michigan Tech,Lake Superior St.,6044991
2022/12/16,Bemidji St.,Minnesota St.,6044992
2022/12/16,Ferris St.,St. Thomas (MN),6044993
2022/12/16,Lindenwood,Denver,6044989
2022/12/16,Alas. Fairbanks,Alas. Anchorage,6044994
2022/12/17,Michigan Tech,Lake Superior St.,6044997
2022/12/17,Bowling Green,Ohio St.,6044995
2022/12/17,Ferris St.,St. Thomas (MN),6044998
2022/12/17,Lindenwood,Denver,6044996
2022/12/17,Alas. Fairbanks,Alas. Anchorage,6044999
2022/12/18,Northeastern,LIU,6045000
2022/12/27,Western Mich.,Michigan Tech,6045001
2022/12/27,Michigan St.,Ferris St.,6045002
2022/12/28,Michigan St.,Michigan Tech,6045004
2022/12/28,Clarkson,Massachusetts,6045007
2022/12/28,Western Mich.,Ferris St.,6045006
2022/12/28,Lake Superior St.,Wisconsin,6045005
2022/12/29,Lake Superior St.,Massachusetts,6082715
2022/12/29,American Int'l,Cornell,6045009
2022/12/29,UConn,LIU,6045013
2022/12/29,Mercyhurst,Sacred Heart,6045014
2022/12/29,Rensselaer,Bowling Green,6045015
2022/12/29,Clarkson,Wisconsin,6082716
2022/12/30,Mercyhurst,Sacred Heart,6045016
2022/12/30,Providence,Yale,6045020
2022/12/30,New Hampshire,Union (NY),6045022
2022/12/30,Penn St.,RIT,6045023
2022/12/30,Alas. Anchorage,UMass Lowell,6045507
2022/12/30,Quinnipiac,Holy Cross,6045028
2022/12/30,Lindenwood,Vermont,6045025
2022/12/30,Harvard,Boston U.,6045019
2022/12/30,Maine,Colgate,6045018
2022/12/30,American Int'l,Cornell,6045017
2022/12/30,Northeastern,Bentley,6045030
2022/12/30,Niagara,Miami (OH),6045031
2022/12/30,Rensselaer,Bowling Green,6045032
2022/12/30,Merrimack,Dartmouth,6045033
2022/12/30,St. Lawrence,Omaha,6045027
2022/12/30,Princeton,Colorado Col.,6045024
2022/12/30,Boston College,Arizona St.,6045029
2022/12/31,LIU,UConn,6045036
2022/12/31,Alas. Anchorage,UMass Lowell,6045508
